,salary,f_open,f_employed,f_selfemployed,f_unemployed,f_education,f_organization,f_datascientist,f_designer,f_developer,f_devops,f_engineer,f_scientist,f_years,f_yearspro,f_ambition,f_python,f_r,f_age,f_female,f_male,f_other
25162,50868.0,1,1,0,0,0,0,0,0,0,0,0,0,20,10,0,1,0,45,0,1,0
25163,14040.0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,29,1,0,0
25164,43992.0,0,1,0,0,1,0,0,0,1,1,0,0,16,4,0,0,0,30,0,1,0
25166,14112.0,0,1,0,0,1,1,0,0,0,0,1,0,7,0,1,0,0,21,0,1,0
25169,45000.0,0,1,0,0,1,1,0,1,0,0,0,0,25,16,1,0,0,51,0,1,0
25170,24000.0,1,1,0,0,2,1,0,0,1,1,0,0,15,11,0,0,0,31,0,1,0
25171,68000.0,0,1,0,0,1,0,0,0,1,0,0,0,10,6,0,1,0,28,0,0,1
25173,47105.0,0,1,0,0,1,1,0,0,1,0,0,0,9,4,1,0,0,23,0,1,0
25175,145672.0,0,1,0,0,1,1,0,0,1,1,0,0,10,5,0,1,0,25,0,1,0
25177,50000.0,0,0,1,0,2,0,0,0,1,0,1,0,20,10,0,1,0,35,0,1,0
25179,75237.0,0,1,0,0,2,0,0,0,1,1,0,0,9,7,0,1,0,30,0,1,0
25180,37946.0,0,1,0,0,2,1,0,0,1,0,0,0,7,2,0,0,0,38,0,1,0
25181,100000.0,0,0,1,0,0,0,0,1,1,0,0,0,25,25,0,0,0,69,0,1,0
25182,27252.0,0,1,0,0,0,0,0,0,1,0,0,0,10,4,0,0,0,25,0,1,0
25183,45830.0,0,1,0,0,1,0,0,0,0,1,0,0,14,2,1,0,0,30,0,1,0
25185,3360.0,0,0,1,0,0,0,0,1,1,0,0,0,3,4,0,0,0,26,0,1,0
25186,10308.0,0,1,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,20,0,1,0
25187,106000.0,0,1,0,0,1,1,0,0,1,0,0,0,15,10,0,0,0,32,0,1,0
25188,139000.0,0,1,0,0,1,0,0,0,1,0,0,0,32,21,0,0,0,52,0,1,0
25189,26724.0,0,1,0,0,2,0,0,0,1,0,0,0,14,10,0,0,0,34,0,1,0
25190,150000.0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,30,0,1,0
25191,120000.0,0,1,0,0,1,1,0,0,0,0,0,0,23,14,0,1,0,36,0,1,0
25192,5040.0,0,1,0,0,1,0,0,0,1,1,0,0,7,3,1,0,0,23,0,1,0
25193,103117.0,1,1,0,0,2,1,0,0,1,1,1,0,20,12,0,0,0,33,0,1,0
25194,27561.0,0,1,0,0,0,0,0,0,1,0,0,0,7,3,0,1,0,18,0,1,0
25195,126000.0,0,1,0,0,1,0,0,0,1,0,0,0,23,15,0,1,0,36,0,1,0
25196,63.0,0,1,0,0,2,0,0,0,1,0,0,0,3,2,0,0,0,34,1,0,0
25198,110000.0,0,1,0,0,2,0,1,0,1,0,1,0,4,3,1,1,0,29,0,1,0
25200,453720.0,0,1,0,0,2,1,1,0,0,0,0,1,10,5,0,1,0,30,0,1,0
25201,68745.0,0,1,0,0,1,0,0,0,0,1,1,0,15,4,1,1,0,35,0,1,0
25202,40101.0,0,1,0,0,1,1,0,0,1,0,0,0,8,3,1,1,0,26,0,1,0
25203,58024.0,0,1,0,0,1,0,0,0,1,0,0,0,10,4,1,1,0,25,0,1,0
25204,29508.0,0,1,0,0,2,0,0,0,1,0,0,0,15,12,0,1,0,35,0,1,0
25211,43000.0,0,1,0,0,1,1,0,0,1,1,0,0,10,1,0,0,0,25,0,1,0
25213,74474.0,0,1,0,0,1,1,0,0,1,0,0,0,4,2,0,0,0,23,0,1,0
25214,61872.0,0,1,0,0,2,0,0,0,0,0,0,1,8,8,0,1,1,35,0,0,1
25215,62000.0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,24,0,1,0
25218,23832.0,0,1,0,0,2,0,0,0,1,0,0,0,25,19,0,1,0,40,0,1,0
25220,81672.0,0,1,0,0,1,0,0,0,1,0,0,0,7,7,1,0,0,29,0,1,0
25222,73274.0,0,1,0,0,1,1,0,0,1,0,0,0,20,13,0,0,0,35,0,1,0
25225,2148.0,0,1,0,0,0,0,0,0,1,0,1,0,5,2,1,1,0,21,0,1,0
25227,5040.0,0,1,0,0,0,0,0,1,1,0,0,0,6,3,1,0,0,27,0,1,0
25229,112421.0,0,1,0,0,1,0,0,0,1,0,0,0,37,29,0,0,0,50,0,1,0
25231,16500.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0,0,0,25,0,1,0
25234,41217.0,0,1,0,0,1,0,0,0,1,0,0,0,7,2,0,0,0,30,0,1,0
25235,22388.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,0,0,25,0,1,0
25237,38955.0,0,1,0,0,1,0,0,0,1,0,0,0,30,20,0,0,0,43,0,1,0
25238,34368.0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,21,0,1,0
25239,149500.0,0,1,0,0,1,1,0,0,1,0,0,0,4,4,0,0,0,37,1,0,0
25240,52224.0,0,1,0,0,2,0,0,0,1,0,0,0,36,34,0,0,0,54,0,1,0
25241,188420.0,1,0,1,0,1,0,0,0,1,1,0,0,20,11,0,0,0,33,0,1,0
25243,66000.0,1,1,0,0,0,0,0,1,1,0,0,0,15,6,0,0,0,36,0,1,0
25244,23376.0,0,1,0,0,0,0,0,1,1,0,0,0,9,3,0,0,0,27,1,0,0
25246,19896.0,0,1,0,0,0,1,0,0,1,0,0,0,3,3,0,0,0,19,0,1,0
25250,6228.0,0,1,0,0,0,0,0,0,1,1,0,0,6,1,0,1,0,22,0,1,0
25251,53676.0,0,1,0,0,2,1,0,0,1,0,0,0,20,12,0,0,0,37,0,1,0
25253,46976.0,0,1,0,0,1,1,0,0,1,0,0,0,20,16,0,0,0,36,0,1,0
25255,11544.0,0,1,0,0,0,1,0,1,1,1,0,0,9,5,0,0,0,26,0,1,0
25259,30732.0,0,1,0,0,1,0,0,0,1,0,0,0,10,7,0,0,0,27,0,1,0
25263,14322.0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,17,0,1,0
25264,72000.0,0,1,0,0,1,1,0,0,1,0,0,0,4,1,0,1,0,24,0,0,1
25265,80000.0,0,1,0,0,1,0,0,0,1,1,0,0,5,4,0,0,0,28,0,1,0
25267,37416.0,0,1,0,0,1,0,0,0,1,0,0,0,7,6,0,0,0,29,0,1,0
25270,65424.0,0,1,0,0,0,1,0,0,1,0,0,0,8,7,0,1,0,34,0,1,0
25272,962450.0,0,0,1,0,1,0,0,0,1,0,0,0,24,22,0,0,0,42,0,1,0
25274,88871.0,0,1,0,0,0,0,0,0,1,1,0,0,10,5,0,0,0,31,0,1,0
25275,44892.0,0,1,0,0,2,1,0,0,1,0,0,0,15,10,0,0,0,34,0,1,0
25276,100000.0,0,1,0,0,1,1,0,0,1,0,0,0,16,10,0,1,0,32,1,0,0
25277,110000.0,0,1,0,0,2,0,0,0,1,1,0,0,13,7,0,0,0,30,0,1,0
25279,53437.0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,1,0,27,0,1,0
25280,14412.0,1,0,0,1,1,0,0,0,0,0,0,0,8,6,0,1,0,21,0,1,0
25281,87036.0,0,1,0,0,1,1,0,0,1,0,0,0,14,8,0,0,0,31,0,1,0
25283,86000.0,0,1,0,0,0,0,0,0,1,0,0,0,13,10,0,0,0,36,0,1,0
25286,22512.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,0,0,0,25,0,1,0
25287,71966.0,1,1,0,0,1,1,0,0,1,0,0,0,16,12,0,0,0,34,0,1,0
25289,20628.0,0,1,0,0,0,1,0,0,1,0,0,0,10,7,0,0,0,24,0,1,0
25291,35329.0,0,1,0,0,2,0,0,0,1,0,0,0,8,2,0,0,0,25,0,1,0
25294,39250.0,0,1,0,0,1,1,0,0,1,0,0,0,10,3,0,1,0,24,1,0,0
25296,88553.0,0,1,0,0,1,0,0,0,1,1,0,0,19,11,1,0,0,39,0,1,0
25297,14664.0,0,1,0,0,2,1,0,0,1,0,1,0,16,5,0,1,0,25,0,1,0
25298,16200.0,0,1,0,0,1,1,0,0,1,0,0,0,12,9,0,0,0,30,0,1,0
25300,129000.0,0,1,0,0,1,0,0,0,1,0,1,0,9,7,0,1,0,27,0,1,0
25301,18336.0,0,1,0,0,0,0,0,0,1,1,1,0,21,15,0,1,0,33,0,1,0
25302,87789.0,0,1,0,0,1,1,0,0,1,0,0,0,10,6,0,0,0,35,0,1,0
25303,18468.0,0,1,0,0,1,0,0,0,1,0,0,0,13,10,0,1,0,34,0,1,0
25304,95440.0,0,1,0,0,1,1,0,0,1,0,0,0,8,5,0,0,0,27,0,1,0
25305,70000.0,0,1,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,21,0,1,0
25307,63395.0,0,1,0,0,2,1,0,0,1,1,0,0,7,2,0,0,0,25,0,1,0
25308,2799.0,0,1,0,0,1,0,0,0,1,0,0,0,5,5,0,0,0,26,0,1,0
25309,100000.0,0,1,0,0,1,0,1,0,1,0,1,0,23,13,0,1,0,35,0,1,0
25310,59242.0,0,1,0,0,1,1,0,0,1,1,1,0,12,3,0,0,0,26,0,1,0
25311,143200.0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,0,0,1,24,0,1,0
25313,20989.0,0,1,0,0,2,0,0,0,1,0,0,0,10,10,0,0,0,34,0,1,0
25314,120000.0,0,1,0,0,1,1,0,0,1,0,0,0,20,20,0,0,0,52,1,0,0
25315,175000.0,1,1,0,0,0,0,0,0,0,1,0,0,20,4,0,0,0,40,1,0,0
25317,26586.0,0,1,0,0,2,1,0,0,1,0,0,0,9,9,0,0,0,34,0,1,0
25318,57287.0,0,1,0,0,0,0,0,0,0,1,1,0,20,10,0,1,0,28,0,1,0
25319,628068.0,0,1,0,0,2,0,0,0,1,0,0,0,5,2,1,1,1,30,0,1,0
25320,145000.0,0,1,0,0,1,1,0,0,1,0,1,0,10,10,0,0,0,35,0,1,0
25321,135000.0,0,1,0,0,2,0,1,0,0,0,0,0,11,3,0,1,0,31,0,1,0
25322,18852.0,0,1,0,0,0,0,0,0,1,0,0,0,5,4,0,1,0,21,0,1,0
25324,53437.0,0,1,0,0,0,0,0,0,1,0,0,0,10,4,0,0,0,25,1,0,0
25327,140000.0,0,1,0,0,2,0,0,0,1,1,0,0,41,37,0,0,0,62,0,1,0
25328,73255.0,0,1,0,0,1,0,0,0,1,0,0,0,12,5,0,0,0,26,0,1,0
25332,12594.0,1,1,0,0,1,1,0,0,1,0,0,0,10,7,0,1,0,38,0,1,0
25333,28872.0,1,1,0,0,2,0,0,0,1,0,0,0,18,10,0,0,0,28,0,1,0
25335,13332.0,0,0,1,0,1,0,0,0,1,0,0,0,11,8,0,0,0,30,0,1,0
25336,71966.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,0,0,29,0,1,0
25339,9840.0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,0,0,23,0,0,1
25341,48948.0,0,1,0,0,1,0,0,0,1,0,0,0,16,7,0,1,0,26,0,1,0
25344,78166.0,0,1,0,0,2,1,0,0,0,0,0,0,30,3,0,0,0,45,1,0,0
25345,13824.0,0,1,0,0,2,0,0,0,1,0,0,0,14,10,1,0,0,33,0,1,0
25346,260000.0,1,1,0,0,1,1,0,0,1,0,0,0,5,2,1,0,0,24,0,1,0
25347,68745.0,0,1,0,0,1,1,0,1,1,1,0,0,30,15,0,0,0,46,0,1,0
25348,11940.0,1,0,1,0,0,0,0,0,1,0,0,0,5,3,0,0,0,23,0,1,0
25349,90000.0,0,1,0,0,2,0,0,0,1,0,0,0,6,4,0,1,1,33,0,1,0
25352,18191.0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,0,0,0,25,0,1,0
25353,59579.0,0,1,0,0,0,0,1,1,1,1,1,0,7,5,0,1,0,26,0,1,0
25354,52800.0,0,1,0,0,1,0,0,0,1,0,0,0,8,3,0,0,0,25,0,1,0
25355,38496.0,0,0,1,0,0,0,0,0,1,0,0,0,11,5,0,0,0,22,0,1,0
25357,32064.0,0,1,0,0,2,1,1,1,0,0,0,0,18,18,1,0,1,42,0,1,0
25359,52339.0,0,1,0,0,1,1,0,0,1,0,0,0,12,8,0,1,0,29,0,1,0
25360,1584.0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,24,0,1,0
25364,235080.0,1,1,0,0,1,0,0,0,1,0,0,0,3,2,0,1,0,23,0,1,0
25365,138000.0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,0,0,0,31,1,0,0
25366,552960.0,0,1,0,0,1,0,0,0,1,0,0,0,14,9,0,0,0,33,0,1,0
25368,91660.0,0,1,0,0,2,0,0,0,1,0,1,0,7,7,0,0,0,29,0,1,0
25369,6912.0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,22,0,1,0
25370,64152.0,1,1,0,0,2,0,1,0,0,0,1,1,20,5,0,1,0,34,0,1,0
25371,54996.0,0,1,0,0,0,1,0,0,1,0,0,0,31,21,0,1,0,46,0,1,0
25377,97389.0,0,1,0,0,2,1,0,0,0,0,0,0,18,10,0,0,0,32,0,1,0
25379,12612.0,0,1,0,0,1,0,0,1,1,0,0,0,5,5,0,0,0,25,0,1,0
25380,95000.0,0,1,0,0,1,1,0,0,1,0,0,0,7,4,0,0,0,29,0,1,0
25381,36637.0,0,1,0,0,1,0,0,0,1,0,0,0,10,3,0,0,0,28,0,1,0
25382,17784.0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,25,0,1,0
25387,65000.0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,23,0,1,0
25388,18191.0,0,1,0,0,1,1,0,0,1,0,0,0,3,3,0,0,0,25,0,1,0
25389,910692.0,0,1,0,0,0,0,0,0,1,0,1,0,20,16,0,0,0,38,0,1,0
25390,8736.0,0,1,0,0,1,0,0,0,1,0,0,0,6,5,1,0,0,27,0,1,0
25391,18000.0,0,1,0,0,1,0,0,1,1,0,0,0,8,4,0,0,0,27,0,1,0
25393,27648.0,0,1,0,0,1,0,0,1,1,0,0,0,16,3,0,0,0,25,0,1,0
25397,44892.0,0,1,0,0,2,0,1,0,1,0,1,1,5,3,1,1,0,25,0,1,0
25398,31403.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,1,0,0,22,0,1,0
25399,40903.0,0,1,0,0,2,0,0,0,1,0,0,0,8,24,0,1,0,28,1,0,0
25400,145000.0,0,1,0,0,1,1,0,0,1,0,0,0,8,8,0,0,0,31,0,1,0
25402,95423.0,0,1,0,0,2,0,0,0,1,0,1,0,21,17,0,1,0,39,0,1,0
25403,40332.0,0,1,0,0,1,1,0,0,1,0,0,0,8,5,0,0,0,25,0,1,0
25404,13536.0,0,1,0,0,1,0,0,0,1,0,0,0,6,2,1,0,0,23,0,1,0
25405,88000.0,0,1,0,0,1,1,0,0,1,0,0,0,8,5,0,0,0,32,0,1,0
25406,180000.0,0,1,0,0,1,1,0,0,0,1,1,0,7,5,0,1,0,39,0,1,0
25407,41244.0,0,0,1,0,2,0,0,1,1,0,0,0,20,17,0,0,0,36,0,1,0
25409,4200.0,1,1,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,22,0,1,0
25410,48121.0,0,1,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,31,0,1,0
25411,155000.0,0,1,0,0,0,1,0,0,1,0,0,0,34,21,0,0,0,50,0,1,0
25412,62000.0,0,1,0,0,2,0,0,0,1,0,0,0,18,1,0,1,0,30,0,1,0
25413,19590.0,0,1,0,0,1,1,0,0,1,0,0,0,12,5,1,0,0,27,0,1,0
25415,115000.0,0,1,0,0,2,1,0,0,1,0,0,0,26,19,0,1,0,40,0,1,0
25416,25187.0,0,1,0,0,2,0,0,0,0,0,1,0,13,10,0,1,1,32,0,1,0
25418,2856.0,0,1,0,0,1,0,0,0,1,0,1,0,9,6,1,1,0,23,0,1,0
25419,98135.0,0,1,0,0,2,0,0,0,1,0,0,0,15,11,0,0,0,34,0,1,0
25421,165000.0,1,1,0,0,1,0,0,0,1,0,0,0,14,10,0,1,0,27,0,1,0
25422,67178.0,0,1,0,0,1,0,0,0,1,0,0,0,6,6,1,0,0,28,0,1,0
25423,63240.0,0,1,0,0,1,0,0,0,1,1,0,0,13,10,1,1,1,32,1,0,0
25424,2340.0,1,1,0,0,0,0,0,1,1,0,0,1,6,5,1,0,0,32,0,1,0
25426,41244.0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,27,0,1,0
25427,155000.0,0,1,0,0,0,1,0,0,1,1,0,0,25,25,0,1,0,45,0,1,0
25428,8232.0,0,1,0,0,2,1,0,0,1,0,0,0,8,4,0,1,0,30,0,1,0
25429,16791.0,0,1,0,0,1,0,0,0,1,0,0,0,11,6,1,0,0,28,0,1,0
25430,78332.0,0,1,0,0,1,0,0,0,1,0,0,0,8,5,0,1,0,25,0,1,0
25432,112164.0,0,1,0,0,1,0,0,0,1,0,0,0,10,5,0,1,0,30,0,1,0
25434,27480.0,0,0,1,0,0,0,0,0,1,0,0,0,38,25,0,0,0,52,0,1,0
25435,20628.0,1,0,1,0,0,0,0,0,1,0,0,0,6,1,0,1,0,21,0,1,0
25436,25812.0,1,1,0,0,2,0,0,0,1,0,0,0,13,11,0,0,0,36,0,1,0
25437,44186.0,0,1,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,36,0,1,0
25438,30252.0,0,1,0,0,2,0,0,0,1,0,0,0,7,2,0,1,0,26,0,1,0
25440,4416.0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,21,1,0,0
25442,9095.0,0,1,0,0,1,1,0,0,0,0,0,0,7,2,1,0,0,24,0,1,0
25446,200000.0,0,1,0,0,1,0,0,0,1,0,0,0,20,11,0,1,0,33,0,1,0
25447,27792.0,0,1,0,0,0,1,0,0,1,0,0,0,10,3,0,0,0,25,0,1,0
25449,190850.0,0,0,1,0,0,1,0,0,1,1,0,0,35,27,0,1,0,45,0,0,1
25450,4356.0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,22,0,1,0
25452,98000.0,0,1,0,0,1,1,0,0,1,0,0,0,7,0,0,1,0,23,0,1,0
25453,163559.0,0,0,1,0,2,0,0,0,1,0,0,0,41,32,0,0,0,48,0,1,0
25454,6996.0,1,1,0,0,1,0,0,0,1,0,0,0,4,3,1,0,0,27,1,0,0
25458,8160.0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,0,0,0,24,0,1,0
25459,30588.0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,23,0,1,0
25460,51330.0,0,1,0,0,1,1,0,0,1,0,0,0,18,8,0,1,0,32,0,1,0
25462,70200.0,1,1,0,0,1,1,0,0,1,0,0,0,16,11,0,0,0,33,0,1,0
25463,2268.0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,1,0,0,24,0,1,0
25465,140000.0,1,1,0,0,2,1,0,0,1,1,0,0,21,15,0,1,0,31,0,1,0
25466,37944.0,0,1,0,0,2,0,0,0,1,0,0,0,10,4,0,0,0,34,0,1,0
25467,74000.0,0,1,0,0,1,0,0,0,1,1,0,0,10,7,1,0,0,40,0,1,0
25468,69320.0,0,1,0,0,0,1,0,0,1,0,0,0,6,6,0,1,0,21,0,1,0
25469,250000.0,0,1,0,0,2,0,1,0,0,0,0,0,7,5,1,1,0,33,0,1,0
25475,156000.0,0,1,0,0,1,0,0,0,1,0,1,0,22,12,0,1,0,35,1,0,0
25476,1224.0,0,1,0,0,1,1,0,0,1,0,0,0,23,17,0,0,0,48,0,1,0
25477,2099.0,0,1,0,0,1,1,0,0,1,1,1,0,7,3,0,1,0,27,0,1,0
25478,45830.0,0,1,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,40,0,1,0
25479,25188.0,0,0,1,0,2,0,0,0,1,0,0,0,12,10,0,1,0,34,0,1,0
25481,40563.0,0,1,0,0,1,0,0,0,1,0,0,0,6,4,0,1,0,24,0,1,0
25482,17184.0,0,1,0,0,2,1,0,0,1,0,0,0,10,3,0,1,0,28,0,1,0
25483,68748.0,0,1,0,0,2,0,1,0,0,0,0,0,9,0,0,1,0,28,1,0,0
25487,241112.0,1,0,1,0,2,0,0,0,1,0,0,0,13,10,0,1,0,27,0,1,0
25488,104678.0,0,1,0,0,0,1,0,0,0,1,0,0,19,7,0,1,0,36,0,1,0
25489,140000.0,0,1,0,0,2,1,0,0,1,0,1,0,4,4,0,1,0,30,0,1,0
25491,60242.0,0,0,1,0,1,0,0,0,1,0,0,0,7,3,0,0,0,23,0,1,0
25492,91593.0,0,1,0,0,1,1,0,0,1,0,0,0,36,20,0,0,0,44,0,1,0
25496,42000.0,0,1,0,0,0,0,0,1,1,0,1,0,4,2,1,0,0,28,0,1,0
25497,29385.0,0,1,0,0,1,0,0,0,1,0,0,0,6,6,0,0,0,29,0,1,0
25499,52339.0,0,1,0,0,1,0,0,0,1,0,0,0,22,12,1,0,0,32,0,1,0
25501,84327.0,0,1,0,0,0,0,0,0,1,0,0,0,23,18,0,1,0,35,0,1,0
25504,30935.0,0,1,0,0,2,0,0,0,0,1,0,0,11,3,0,0,0,29,0,1,0
25505,25200.0,0,1,0,0,2,1,0,0,0,0,0,1,4,1,0,1,0,25,0,1,0
25506,8604.0,0,1,0,0,1,0,0,0,1,0,0,0,8,4,1,1,0,27,0,1,0
25512,51936.0,0,1,0,0,2,1,0,0,1,0,0,0,12,8,0,0,0,37,0,1,0
25514,61853.0,0,1,0,0,0,0,0,0,1,0,0,0,8,8,0,0,0,27,0,1,0
25515,235525.0,0,1,0,0,0,1,1,1,1,0,0,0,40,39,0,1,0,59,0,1,0
25516,584892.0,0,1,0,0,1,0,0,0,1,0,0,0,13,9,0,0,0,29,0,1,0
25518,4752.0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,24,0,1,0
25519,11520.0,0,1,0,0,1,1,0,0,1,0,0,0,4,3,0,0,0,26,1,0,0
25520,5100.0,0,0,0,1,2,0,0,0,0,0,0,0,50,50,0,0,0,65,0,0,1
25522,94000.0,0,1,0,0,1,0,0,0,1,0,0,0,16,9,0,0,0,31,1,0,0
25524,59579.0,0,1,0,0,2,0,1,0,0,0,0,0,7,3,0,1,0,26,1,0,0
25525,52339.0,0,1,0,0,1,0,0,0,1,0,0,0,40,31,0,1,0,52,0,1,0
25528,3012.0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,24,0,1,0
25530,43538.0,0,1,0,0,2,1,0,0,1,0,1,0,18,15,0,0,0,38,0,1,0
25531,31620.0,0,1,0,0,2,0,0,0,1,0,0,0,23,9,0,1,0,37,0,1,0
25532,6000.0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,20,0,1,0
25533,4656.0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,21,0,1,0
25534,5196.0,0,1,0,0,1,0,1,0,1,0,0,0,3,2,1,1,0,26,0,1,0
25538,217590.0,0,1,0,0,1,1,0,0,1,0,0,0,12,10,0,1,0,31,1,0,0
25539,75000.0,0,1,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,24,0,1,0
25540,16848.0,0,1,0,0,2,0,0,0,1,0,0,0,17,13,0,0,0,43,0,1,0
25542,14377.0,0,0,1,0,0,0,0,0,1,0,1,0,17,17,0,0,0,38,0,1,0
25544,20989.0,1,1,0,0,1,1,1,1,1,0,0,0,7,4,1,1,0,25,0,1,0
25546,70700.0,0,0,1,0,1,0,0,0,1,0,0,0,30,11,0,1,0,38,0,1,0
25549,37933.0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,23,0,1,0
25551,23610.0,1,1,0,0,2,1,0,0,1,0,1,0,10,4,1,0,0,26,0,1,0
25553,73328.0,0,1,0,0,2,0,0,0,1,1,0,0,10,5,1,1,0,25,1,0,0
25554,50868.0,0,1,0,0,2,0,1,0,1,0,1,1,8,5,1,1,0,28,0,1,0
25555,91593.0,0,1,0,0,2,1,0,0,0,0,0,1,40,40,0,0,1,63,0,1,0
25556,62807.0,0,1,0,0,0,0,0,0,1,1,1,0,12,10,0,1,0,36,0,1,0
25557,190000.0,0,1,0,0,1,0,0,0,0,0,0,0,17,13,0,1,0,34,0,1,0
25558,9072.0,0,1,0,0,2,0,0,0,1,0,0,0,16,4,0,0,0,28,0,1,0
25559,96240.0,0,1,0,0,1,0,0,0,1,0,0,0,33,25,1,0,0,48,0,1,0
25560,58433.0,0,1,0,0,2,0,0,0,1,0,0,0,10,5,0,1,0,27,0,1,0
25561,300000.0,0,1,0,0,1,1,0,0,1,0,0,0,19,11,0,1,0,33,0,1,0
25562,74474.0,0,1,0,0,2,0,0,0,1,0,0,0,20,12,0,0,0,38,0,1,0
25565,176721.0,0,1,0,0,2,0,0,0,1,0,0,0,20,12,0,0,0,35,0,1,0
25566,200000.0,0,1,0,0,1,1,0,0,1,0,0,0,14,10,0,1,0,29,0,1,0
25568,57600.0,0,1,0,0,2,1,0,0,1,0,0,0,17,11,1,1,0,33,0,1,0
25569,100000.0,0,1,0,0,1,0,0,0,1,0,0,0,9,5,1,0,0,36,0,1,0
25570,105000.0,0,1,0,0,2,1,0,0,1,0,0,0,18,18,0,0,0,57,0,1,0
25571,13296.0,0,1,0,0,1,0,0,0,1,0,1,0,13,8,0,0,0,30,0,1,0
25575,75400.0,0,1,0,0,0,1,0,0,1,0,0,0,5,1,0,1,0,22,0,1,0
25577,38976.0,0,1,0,0,2,0,0,0,0,0,1,0,27,22,0,0,0,45,0,1,0
25578,11004.0,0,1,0,0,1,0,0,0,1,0,0,0,7,2,1,1,0,26,0,1,0
25580,28560.0,0,1,0,0,2,1,0,0,1,0,0,0,5,3,0,0,0,29,0,1,0
25582,50000.0,0,0,1,0,1,0,0,1,1,0,0,0,7,3,0,0,0,34,0,1,0
25583,78508.0,0,1,0,0,1,0,0,0,1,0,0,0,12,8,0,0,0,30,0,1,0
25585,54792.0,0,1,0,0,1,0,0,0,1,0,0,0,6,3,0,0,0,23,0,1,0
25590,200000.0,0,1,0,0,1,0,0,0,1,0,0,0,29,20,0,0,0,37,0,1,0
25593,232908.0,0,1,0,0,1,1,0,0,1,0,1,0,24,13,0,1,0,35,0,1,0
25595,46800.0,0,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,32,0,1,0
25597,21996.0,0,0,1,0,0,0,0,0,1,0,1,0,15,8,0,0,0,37,0,1,0
25598,41247.0,0,1,0,0,0,0,0,0,1,1,1,0,13,6,0,1,0,25,0,1,0
25599,104000.0,0,1,0,0,1,1,0,0,1,1,0,0,25,9,0,0,0,30,0,1,0
25600,19956.0,1,0,1,0,1,0,0,0,1,0,0,0,20,17,0,0,0,46,0,1,0
25604,68748.0,0,1,0,0,0,0,0,0,1,0,0,0,14,14,1,0,0,34,0,1,0
25605,41244.0,0,1,0,0,0,0,0,0,1,0,0,1,20,5,0,1,0,33,0,1,0
25606,32076.0,0,0,1,0,2,0,0,0,1,0,0,0,9,9,0,0,0,34,0,1,0
25607,90000.0,0,1,0,0,2,0,0,1,1,0,0,0,38,22,0,1,1,47,1,0,0
25608,60725.0,0,1,0,0,2,0,0,0,1,0,0,0,24,14,0,1,0,38,0,1,0
25610,14436.0,0,1,0,0,2,1,0,0,1,0,0,0,9,3,1,1,0,26,0,1,0
25611,65424.0,0,1,0,0,1,1,1,0,0,0,1,0,5,3,1,1,1,25,0,1,0
25612,16500.0,0,1,0,0,0,0,0,0,1,0,0,0,14,7,0,0,0,30,0,1,0
25613,19478.0,0,1,0,0,2,1,1,0,1,0,1,1,7,3,1,1,0,24,0,1,0
